language,x1,x2,x3,x4,x5,x6
bulg1262,v,o,l,-,k,-
bulg1262,v,a,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,y,T,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,e,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,y,T,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,o,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,a,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,T,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,y,T,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,-,l,a,k,-
bulg1262,v,a,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,y,k,y
bulg1262,v,o,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,y,T,-
bulg1262,v,-,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,o,l,y,T,-
bulg1262,v,-,l,o,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,u,-,-,k,-
bulg1262,v,o,l,y,k,-
bulg1262,v,o,-,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,o,l,-,k,-
bulg1262,v,-,l,o,k,-
bulg1262,v,-,l,-,k,-
